player_id,player_name,game_id,game,team_id,stat,side,line,odds,over_odds,under_odds,bet_vendor,model_prob,model_prob_raw,model_prob_cal,cal_source,market_prob,raw_edge,ev,kelly_units,q50,q_preds,usage_bucket,mp_bucket,min_ev_applied,cal_type,cal_applied,is_sparse,actual,result,profit,clv_proxy,clv,clv_is_true,grade_date
3547244,Onyeka Okongwu,18447961,New York Knicks @ Atlanta Hawks,1,pts,UNDER,14.5,-115,110,-115,betparx,0.6365,0.8248,0.6365,global_side,0.529,0.1075,0.19,0.033,10.43,"{'0.1': 5.9, '0.2': 7.12, '0.25': 7.51, '0.33': 8.78, '0.4': 9.41, '0.5': 10.43, '0.6': 12.36, '0.67': 13.13, '0.75': 13.51, '0.8': 13.95, '0.9': 16.16}",0,2,0.025,global,True,False,12.0,HIT,0.8695652173913042,-0.1075,-0.1075,False,2026-04-06
447,Karl-Anthony Towns,18447961,New York Knicks @ Atlanta Hawks,20,pts,UNDER,19.5,-110,102,-110,betparx,0.6226,0.8069,0.6226,global_side,0.5141,0.1084,0.1885,0.031,16.0,"{'0.1': 9.98, '0.2': 12.42, '0.25': 13.4, '0.33': 14.12, '0.4': 15.59, '0.5': 16.0, '0.6': 17.96, '0.67': 18.72, '0.75': 18.98, '0.8': 19.3, '0.9': 22.22}",0,2,0.025,global,True,False,21.0,MISS,-1.0,-0.1085,-0.1085,False,2026-04-06
17896040,Jalen Johnson,18447961,New York Knicks @ Atlanta Hawks,1,pts,UNDER,21.5,100,-104,100,draftkings,0.5869,0.7562,0.5869,global_side,0.4951,0.0917,0.1737,0.026,18.15,"{'0.1': 13.09, '0.2': 14.58, '0.25': 15.32, '0.33': 15.61, '0.4': 16.67, '0.5': 18.15, '0.6': 19.83, '0.67': 19.83, '0.75': 21.35, '0.8': 22.54, '0.9': 24.12}",0,3,0.025,global,True,False,21.0,HIT,1.0,-0.0918,-0.0918,False,2026-04-06
38017694,Jalen Duren,18447962,Detroit Pistons @ Orlando Magic,9,ast,OVER,2.5,120,120,-114,betway,0.5334,0.663,0.5334,global_side,0.4604,0.073,0.1735,0.022,3.02,"{'0.1': 1.65, '0.2': 2.09, '0.25': 2.15, '0.33': 2.46, '0.4': 2.86, '0.5': 3.02, '0.6': 3.59, '0.67': 3.9, '0.75': 4.15, '0.8': 4.24, '0.9': 5.2}",0,3,0.025,global,True,False,4.0,HIT,1.2000000000000002,0.073,0.073,False,2026-04-06
38017683,Paolo Banchero,18447962,Detroit Pistons @ Orlando Magic,22,reb,UNDER,7.5,-132,105,-132,betmgm,0.6504,0.8416,0.6504,global_side,0.5384,0.112,0.1431,0.028,5.95,"{'0.1': 3.66, '0.2': 4.35, '0.25': 4.61, '0.33': 5.29, '0.4': 5.4, '0.5': 5.95, '0.6': 6.1, '0.67': 6.3, '0.75': 6.78, '0.8': 7.02, '0.9': 8.17}",0,3,0.025,global,True,False,5.0,HIT,0.7575757575757576,-0.112,-0.112,False,2026-04-06
38017694,Jalen Duren,18447962,Detroit Pistons @ Orlando Magic,9,reb,UNDER,11.5,-120,108,-120,fanduel,0.6166,0.7989,0.6166,global_side,0.5315,0.0851,0.1304,0.023,9.56,"{'0.1': 6.2, '0.2': 7.18, '0.25': 7.7, '0.33': 8.48, '0.4': 8.94, '0.5': 9.56, '0.6': 10.47, '0.67': 10.68, '0.75': 11.32, '0.8': 11.5, '0.9': 12.83}",0,3,0.025,global,True,False,9.0,HIT,0.8333333333333335,-0.0851,-0.0851,False,2026-04-06
1057266649,Cedric Coward,18447963,Cleveland Cavaliers @ Memphis Grizzlies,15,reb,UNDER,5.5,-145,105,-145,betway,0.667,0.8603,0.667,global_side,0.5482,0.1189,0.1271,0.028,3.31,"{'0.1': 1.89, '0.2': 2.35, '0.25': 2.57, '0.33': 2.73, '0.4': 2.9, '0.5': 3.31, '0.6': 3.82, '0.67': 4.08, '0.75': 4.32, '0.8': 4.93, '0.9': 5.87}",0,2,0.025,global,True,False,5.0,HIT,0.6896551724137931,-0.1188,-0.1188,False,2026-04-06
56677859,Olivier-Maxence Prosper,18447963,Cleveland Cavaliers @ Memphis Grizzlies,15,reb,UNDER,5.5,-150,105,-150,betway,0.6613,0.854,0.6613,global_side,0.5516,0.1097,0.1021,0.023,3.29,"{'0.1': 1.83, '0.2': 2.43, '0.25': 2.52, '0.33': 3.05, '0.4': 3.11, '0.5': 3.29, '0.6': 3.7, '0.67': 4.14, '0.75': 4.62, '0.8': 4.95, '0.9': 5.96}",0,2,0.025,global,True,False,3.0,HIT,0.6666666666666665,-0.1097,-0.1097,False,2026-04-06
56677830,GG Jackson,18447963,Cleveland Cavaliers @ Memphis Grizzlies,15,reb,UNDER,5.5,-160,115,-160,betway,0.6763,0.8701,0.6763,global_side,0.5695,0.1068,0.099,0.024,3.52,"{'0.1': 1.9, '0.2': 2.14, '0.25': 2.55, '0.33': 2.63, '0.4': 3.01, '0.5': 3.52, '0.6': 3.84, '0.67': 4.24, '0.75': 4.65, '0.8': 4.67, '0.9': 5.85}",0,2,0.025,global,True,False,5.0,HIT,0.625,-0.1068,-0.1068,False,2026-04-06
56677830,GG Jackson,18447963,Cleveland Cavaliers @ Memphis Grizzlies,15,pts,UNDER,18.5,-130,100,-130,betway,0.5989,0.7741,0.5989,global_side,0.5306,0.0683,0.0597,0.012,15.56,"{'0.1': 9.25, '0.2': 11.5, '0.25': 12.78, '0.33': 14.04, '0.4': 15.06, '0.5': 15.56, '0.6': 16.24, '0.67': 17.94, '0.75': 17.94, '0.8': 19.11, '0.9': 23.61}",0,2,0.025,global,True,False,11.0,HIT,0.7692307692307692,-0.0683,-0.0683,False,2026-04-06
