stat,role_bucket,segment_key,n,market_superiority_pass,calibration_pass,model_better_calibrated,model_logloss,market_logloss,delta_logloss,model_brier,market_brier,delta_brier,bootstrap_ci_pass,bootstrap_failure_type,dominant_failure,secondary_failures,allowed_repair_family,blocked_repair_family,next_action,claim_status
fg3m,bench,fg3m|bench,495,False,False,False,0.7397669328987023,0.6475961143245819,0.09217081857412046,0.2281286517068126,0.2282685091280001,-0.00013985742118749478,False,bootstrap_ci_not_better,model_prob_too_high_or_overconfident_side,mean_delta_not_negative|bootstrap_ci_not_better,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage,pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,fit_event_neutral_probability_scale_repair,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION|BLOCKED_MEAN_DELTA|BLOCKED_BOOTSTRAP
fg3m,core,fg3m|core,2021,False,False,False,0.708822898505005,0.6435055053506005,0.06531739315440455,0.2365023501679185,0.2265357164262367,0.009966633741681802,False,bootstrap_ci_not_better,model_prob_too_high_or_overconfident_side,mean_delta_not_negative|bootstrap_ci_not_better,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage,pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,fit_event_neutral_probability_scale_repair,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION|BLOCKED_MEAN_DELTA|BLOCKED_BOOTSTRAP
fg3m,fringe,fg3m|fringe,49,False,False,False,1.2640419624688213,0.6493708579437288,0.6146711045250924,0.2703429174994396,0.2277522395793369,0.04259067792010271,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
fg3m,inactive_risk,fg3m|inactive_risk,75,False,False,False,0.5737929826755123,0.6481246821299905,-0.07433169945447826,0.2031754635262148,0.2287894665133407,-0.025614002987125906,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
fg3m,rotation,fg3m|rotation,1004,False,False,False,0.6464888429751032,0.6342293988497353,0.012259444125367946,0.22401775382049,0.2218734632143678,0.002144290606122201,False,bootstrap_ci_not_better,variance_too_narrow,mean_delta_not_negative|bootstrap_ci_not_better,pmf_variance_temperature,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|sparse_p0_tail_calibration|monotone_pit_repair,fit_pmf_variance_temperature_repair,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION|BLOCKED_MEAN_DELTA|BLOCKED_BOOTSTRAP
fg3m,starter,fg3m|starter,2289,False,False,False,0.6983055607374294,0.6576844070892998,0.04062115364812968,0.2497586140012228,0.2333485991863682,0.0164100148148546,False,bootstrap_ci_not_better,model_prob_too_high_or_overconfident_side,mean_delta_not_negative|bootstrap_ci_not_better,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage,pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,fit_event_neutral_probability_scale_repair,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION|BLOCKED_MEAN_DELTA|BLOCKED_BOOTSTRAP
fg3m,unknown,fg3m|unknown,0,False,False,False,,,,,,,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
tov,bench,tov|bench,0,False,False,False,,,,,,,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
tov,core,tov|core,8,False,False,False,0.8221322170176193,0.6625758091679305,0.15955640784968883,0.3129828333333333,0.2347624412305159,0.07822039210281742,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
tov,fringe,tov|fringe,0,False,False,False,,,,,,,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
tov,inactive_risk,tov|inactive_risk,1,False,False,False,1.3983669423541598,0.6743672859083488,0.723999656445811,0.567009,0.2406111722557893,0.32639782774421067,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
tov,rotation,tov|rotation,0,False,False,False,,,,,,,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
tov,starter,tov|starter,31,False,False,False,0.8380870047397194,0.7024901465098004,0.13559685822991907,0.3185469390681003,0.2545973900144258,0.0639495490536745,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
tov,unknown,tov|unknown,0,False,False,False,,,,,,,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
stl,bench,stl|bench,63,False,False,False,6.149897384299725,0.642807819028979,5.5070895652707454,0.2255262080652033,0.2257802593051596,-0.00025405123995630996,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
stl,core,stl|core,757,False,False,False,12.50858309664589,0.6660161073108269,11.842566989335062,0.4851923159124313,0.2365837383212071,0.24860857759122418,False,bootstrap_ci_not_better,model_prob_too_high_or_overconfident_side,mean_delta_not_negative|bootstrap_ci_not_better,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage,pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,fit_event_neutral_probability_scale_repair,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION|BLOCKED_MEAN_DELTA|BLOCKED_BOOTSTRAP
stl,fringe,stl|fringe,8,False,False,False,4.604800360320243,0.8317661339569247,3.7730342263633183,0.592683104946893,0.3186507217339918,0.27403238321290124,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
stl,inactive_risk,stl|inactive_risk,18,False,False,False,0.5251117966149251,0.5380995376867024,-0.012987741071777248,0.1697721952477546,0.1744092641480267,-0.004637068900272101,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
stl,rotation,stl|rotation,294,False,False,False,12.057261904531588,0.6882365667190561,11.369025337812532,0.4769337048924819,0.2474217830827302,0.2295119218097517,False,bootstrap_ci_not_better,model_prob_too_high_or_overconfident_side,mean_delta_not_negative|bootstrap_ci_not_better,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage,pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,fit_event_neutral_probability_scale_repair,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION|BLOCKED_MEAN_DELTA|BLOCKED_BOOTSTRAP
stl,starter,stl|starter,783,False,False,False,9.114802540116225,0.6676254794779872,8.447177060638237,0.367144936594411,0.2373866421402979,0.1297582944541131,False,bootstrap_ci_not_better,model_prob_too_high_or_overconfident_side,mean_delta_not_negative|bootstrap_ci_not_better,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage,pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,fit_event_neutral_probability_scale_repair,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION|BLOCKED_MEAN_DELTA|BLOCKED_BOOTSTRAP
stl,unknown,stl|unknown,0,False,False,False,,,,,,,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
blk,bench,blk|bench,86,False,False,False,10.66952949120945,0.5857576223581141,10.083771868851336,0.4102669849850706,0.1988979729467672,0.21136901203830338,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
blk,core,blk|core,772,False,False,False,12.448774351881012,0.66825530621502,11.780519045665992,0.4696726134390432,0.2374855391916781,0.2321870742473651,False,bootstrap_ci_not_better,model_prob_too_high_or_overconfident_side,mean_delta_not_negative|bootstrap_ci_not_better,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage,pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,fit_event_neutral_probability_scale_repair,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION|BLOCKED_MEAN_DELTA|BLOCKED_BOOTSTRAP
blk,fringe,blk|fringe,5,False,False,False,16.578612669557526,1.143261931231702,15.435350738325823,0.6,0.4607465555682638,0.13925344443173615,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
blk,inactive_risk,blk|inactive_risk,18,False,False,False,0.2179640898779541,0.5632224394598744,-0.34525834958192025,0.0478508547839324,0.1913410705407153,-0.1434902157567829,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
blk,rotation,blk|rotation,220,False,False,False,7.447715892459222,0.6133219944441208,6.834393898015101,0.3258155905568636,0.2129637267534198,0.11285186380344381,False,bootstrap_ci_not_better,model_prob_too_high_or_overconfident_side,mean_delta_not_negative|bootstrap_ci_not_better,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage,pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,fit_event_neutral_probability_scale_repair,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION|BLOCKED_MEAN_DELTA|BLOCKED_BOOTSTRAP
blk,starter,blk|starter,730,False,False,False,9.165128195178552,0.6390014952177081,8.526126699960844,0.3701404668499397,0.2244944754705247,0.14564599137941497,False,bootstrap_ci_not_better,model_prob_too_high_or_overconfident_side,mean_delta_not_negative|bootstrap_ci_not_better,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage,pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,fit_event_neutral_probability_scale_repair,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION|BLOCKED_MEAN_DELTA|BLOCKED_BOOTSTRAP
blk,unknown,blk|unknown,0,False,False,False,,,,,,,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
stocks,bench,stocks|bench,17,False,False,False,4.876062549870567,0.5904970906441377,4.285565459226429,0.1764705882352941,0.1996298162979827,-0.023159228062688608,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
stocks,core,stocks|core,391,False,False,False,12.034788097272662,0.6875168634222228,11.347271233850439,0.4639055409406827,0.2471899986770556,0.2167155422636271,False,bootstrap_ci_not_better,model_prob_too_high_or_overconfident_side,mean_delta_not_negative|bootstrap_ci_not_better,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage,pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,fit_event_neutral_probability_scale_repair,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION|BLOCKED_MEAN_DELTA|BLOCKED_BOOTSTRAP
stocks,fringe,stocks|fringe,0,False,False,False,,,,,,,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
stocks,inactive_risk,stocks|inactive_risk,6,False,False,False,1.0829216325590776,0.9009807324338164,0.1819409001252612,0.4226027929103349,0.3514020008150636,0.0712007920952713,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
stocks,rotation,stocks|rotation,87,False,False,False,10.930659104262444,0.6802847284536153,10.250374375808828,0.4371811220726513,0.2439921672600534,0.1931889548125979,True,,insufficient_scored_rows,,needs_more_data|do_not_claim,event_neutral_temperature|shrunk_isotonic|hierarchical_logit_shrinkage|pmf_mean_shift|pmf_variance_temperature|sparse_p0_tail_calibration|monotone_pit_repair,review_segment_diagnostics,BLOCKED_MARKET_SUPERIORITY|BLOCKED_CALIBRATION
