game_id,player_id,player_name,team_id,team,min,pts,reb,ast,stl,blk,turnover,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,pf,date,season,home_team_id,away_team_id,is_home,min_decimal,pts_L3,pts_L5,pts_L7,pts_L10,reb_L3,reb_L5,reb_L7,reb_L10,ast_L3,ast_L5,ast_L7,ast_L10,min_decimal_L3,min_decimal_L5,min_decimal_L7,min_decimal_L10,fg_pct_L3,fg_pct_L5,fg_pct_L7,fg_pct_L10,fg3_pct_L3,fg3_pct_L5,fg3_pct_L7,fg3_pct_L10,ft_pct_L3,ft_pct_L5,ft_pct_L7,ft_pct_L10,games_last_7,rest_days,opp_def_rating,opp_off_rating,opp_pace,position,home_pts_avg,away_pts_avg,home_away_pts_mult,home_reb_avg,away_reb_avg,home_away_reb_mult,home_ast_avg,away_ast_avg,home_away_ast_mult,teammates_pts_avg,teammates_usage_avg
15907506,3,Steven Adams,11,Houston Rockets,10,0,1,3,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,2,2024-10-31,2024,7,11,False,10.0,2.0,1.2,0.8571428571428571,0.6,1.0,0.6,0.4285714285714285,0.3,0.0,0.0,0.0,0.0,4.666666666666667,2.8,2.0,1.4,0.3333333333333333,0.2,0.1428571428571428,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,109.35150651227272,110.23022397531776,102.42200000000004,SF,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.75,6.805
15907521,3,Steven Adams,11,Houston Rockets,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,2024-11-02,2024,11,10,True,0.0,2.0,1.2,0.8571428571428571,0.6,1.3333333333333333,0.8,0.5714285714285714,0.4,1.0,0.6,0.4285714285714285,0.3,8.0,4.8,3.4285714285714284,2.4,0.3333333333333333,0.2,0.1428571428571428,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,107.29042898437638,115.35937860220965,102.52545454545456,SF,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,7.5625,7.3475
18446819,3,Steven Adams,11,Houston Rockets,36,4,13,3,0,0,3,1,4,0.25,0,0,0.0,2,2,1.0,5,8,4,2025-10-21,2025,21,11,False,36.0,2.0,1.2,0.8571428571428571,0.6,1.3333333333333333,0.8,0.5714285714285714,0.4,1.0,0.6,0.4285714285714285,0.3,8.0,4.8,3.4285714285714284,2.4,0.3333333333333333,0.2,0.1428571428571428,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,5,103.17619861292592,112.67464066740376,104.72631578947367,SF,0.0,0.8571428571428571,1.25,0.0,0.5714285714285714,1.2,0.0,0.42857142857142855,1.2,7.8,6.650666666666666
18446840,3,Steven Adams,11,Houston Rockets,26,11,10,0,3,0,1,4,4,1.0,0,0,0.0,3,4,0.75,6,4,2,2025-10-24,2025,11,9,True,26.0,1.3333333333333333,2.0,1.4285714285714286,1.0,4.666666666666667,3.4,2.4285714285714284,1.7,2.0,1.2,0.8571428571428571,0.6,15.333333333333334,12.0,8.571428571428571,6.0,0.0833333333333333,0.25,0.1785714285714285,0.125,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,0.1428571428571428,0.1,7,3,110.34470895830464,109.05463052153569,101.10608695652176,SF,0.0,1.25,0.8,0.0,2.125,0.85,0.0,0.75,0.85,6.25,6.1475
18446865,3,Steven Adams,11,Houston Rockets,16,4,8,1,0,1,1,0,1,0.0,0,0,0.0,4,4,1.0,5,3,1,2025-10-27,2025,11,3,True,16.0,5.0,4.2,3.0,2.1,7.666666666666667,5.4,3.857142857142857,2.7,1.0,1.2,0.8571428571428571,0.6,20.666666666666668,17.2,12.285714285714286,8.6,0.4166666666666667,0.45,0.3214285714285714,0.225,0.0,0.0,0.0,0.0,0.5833333333333334,0.35,0.25,0.175,7,3,117.90886739290391,112.7940991726638,101.31090909090908,SF,1.8333333333333333,1.25,1.25,1.6666666666666667,2.125,0.85,0.0,0.75,0.85,8.3125,5.855
18446880,3,Steven Adams,11,Houston Rockets,20,12,12,2,1,1,1,5,6,0.8333333,0,0,0.0,2,2,1.0,8,4,3,2025-10-29,2025,28,11,False,20.0,6.333333333333333,3.8,3.571428571428572,2.5,10.333333333333334,6.4,5.0,3.5,1.3333333333333333,1.4,1.0,0.7,26.0,17.6,14.571428571428571,10.2,0.4166666666666667,0.25,0.3214285714285714,0.225,0.0,0.0,0.0,0.0,0.9166666666666666,0.55,0.3928571428571428,0.275,7,2,112.87350870152136,110.45641942427667,104.41523809523812,SF,2.142857142857143,1.25,0.8,2.5714285714285716,2.125,0.85,0.14285714285714285,0.75,1.2,7.9375,5.9425
18446903,3,Steven Adams,11,Houston Rockets,14,4,5,3,0,0,1,2,3,0.6666667,0,0,0.0,0,0,0.0,3,2,1,2025-11-01,2025,2,11,False,14.0,9.0,6.2,5.285714285714286,3.7,10.0,8.6,6.714285714285714,4.7,1.0,1.2,1.2857142857142858,0.9,20.666666666666668,19.6,17.428571428571427,12.2,0.6111111,0.41666666,0.4404761857142857,0.30833333,0.0,0.0,0.0,0.0,0.9166666666666666,0.75,0.5357142857142857,0.375,7,3,107.40102625566504,117.27967339600735,101.71047619047616,SF,2.142857142857143,2.4444444444444446,1.1407407407407408,2.5714285714285716,3.2222222222222223,1.2,0.14285714285714285,0.8888888888888888,1.2,7.75,5.5874999999999995
18446917,3,Steven Adams,11,Houston Rockets,23,4,9,1,2,2,1,2,3,0.6666667,0,0,0.0,0,2,0.0,3,6,3,2025-11-03,2025,11,7,True,23.0,6.666666666666667,7.0,5.0,4.1,8.333333333333334,9.6,7.0,5.2,2.0,1.8,1.7142857142857142,1.2,16.666666666666668,22.4,17.428571428571427,13.6,0.5,0.55,0.3928571428571428,0.375,0.0,0.0,0.0,0.0,0.6666666666666666,0.75,0.5357142857142857,0.375,7,2,109.35150651227272,110.23022397531776,102.42200000000004,SF,2.142857142857143,2.6,0.8241758241758241,2.5714285714285716,3.4,0.85,0.14285714285714285,1.1,0.85,6.625,6.145
1037612,4,Bam Adebayo,16,Miami Heat,35,27,7,2,1,2,3,10,24,0.4166667,0,0,0.0,7,9,0.7777778,3,4,1,2023-10-27,2023,2,16,False,35.0,22.0,22.0,22.0,22.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,3.0,32.0,32.0,32.0,32.0,0.5384616,0.5384616,0.5384616,0.5384616,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.8,2,2,107.40102625566504,117.27967339600735,101.71047619047616,PF,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.25,4.4475
1037625,4,Bam Adebayo,16,Miami Heat,33,19,3,2,0,0,4,7,14,0.5,0,1,0.0,5,10,0.5,1,2,4,2023-10-28,2023,18,16,False,33.0,24.5,24.5,24.5,24.5,7.5,7.5,7.5,7.5,2.5,2.5,2.5,2.5,33.5,33.5,33.5,33.5,0.4775641499999999,0.4775641499999999,0.4775641499999999,0.4775641499999999,0.0,0.0,0.0,0.0,0.7888889,0.7888889,0.7888889,0.7888889,3,1,110.47472311539836,113.26589853519113,99.52,PF,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.4375,4.672499999999999
1037639,4,Bam Adebayo,16,Miami Heat,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,2023-10-30,2023,17,16,False,0.0,22.666666666666668,22.666666666666668,22.666666666666668,22.666666666666668,6.0,6.0,6.0,6.0,2.333333333333333,2.333333333333333,2.333333333333333,2.333333333333333,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,0.4850427666666666,0.4850427666666666,0.4850427666666666,0.4850427666666666,0.0,0.0,0.0,0.0,0.6925925999999999,0.6925925999999999,0.6925925999999999,0.6925925999999999,4,2,115.42206211663913,113.96163956771495,102.70999999999997,SF,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,7.125,5.925
1037651,4,Bam Adebayo,16,Miami Heat,33,21,14,3,2,2,4,8,12,0.6666667,0,0,0.0,5,5,1.0,4,10,0,2023-11-01,2023,16,3,True,33.0,15.333333333333334,17.0,17.0,17.0,3.333333333333333,4.5,4.5,4.5,1.3333333333333333,1.75,1.75,1.75,22.666666666666668,25.0,25.0,25.0,0.3055555666666666,0.363782075,0.363782075,0.363782075,0.0,0.0,0.0,0.0,0.4259259333333333,0.51944445,0.51944445,0.51944445,5,2,117.90886739290391,112.7940991726638,101.31090909090908,SF,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.25,5.295
3277351,4,Bam Adebayo,16,Miami Heat,30,18,4,3,0,0,4,8,15,0.5333334,0,0,0.0,2,2,1.0,0,4,3,2023-11-03,2023,16,30,True,30.0,13.333333333333334,17.8,17.8,17.8,5.666666666666667,6.4,6.4,6.4,1.6666666666666667,2.0,2.0,2.0,22.0,26.6,26.6,26.6,0.3888889,0.4243589999999999,0.4243589999999999,0.4243589999999999,0.0,0.0,0.0,0.0,0.5,0.61555556,0.61555556,0.61555556,6,2,117.45820445558124,106.34861595082418,107.54105263157894,SF,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.4375,4.3925
1037689,4,Bam Adebayo,16,Miami Heat,38,22,20,10,2,2,4,9,20,0.45,1,1,1.0,3,5,0.6,5,15,2,2023-11-06,2023,16,14,True,38.0,13.0,17.0,17.833333333333332,17.833333333333332,6.0,5.6,6.0,6.0,2.0,2.0,2.1666666666666665,2.1666666666666665,21.0,26.2,27.166666666666668,27.166666666666668,0.4000000333333333,0.42333336,0.4425213999999999,0.4425213999999999,0.0,0.0,0.0,0.0,0.6666666666666666,0.65555556,0.6796296333333333,0.6796296333333333,7,3,113.24918692891436,112.32964224872232,103.31199999999998,SF,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.375,4.5525
15907442,4,Bam Adebayo,16,Miami Heat,26,9,5,1,0,0,0,1,5,0.2,0,2,0.0,7,10,0.7,3,2,1,2024-10-23,2024,16,22,True,26.0,20.33333333333333,16.0,18.428571428571427,18.428571428571427,12.666666666666666,8.2,8.0,8.0,5.333333333333333,3.6,3.2857142857142856,3.2857142857142856,33.666666666666664,26.8,28.714285714285715,28.714285714285715,0.5500000333333334,0.4300000199999999,0.4435897714285714,0.4435897714285714,0.3333333333333333,0.2,0.1428571428571428,0.1428571428571428,0.8666666666666667,0.62,0.6682539714285715,0.6682539714285715,7,5,107.29355590924234,107.94129622089795,102.92190476190474,PF,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.615384615384615,6.412307692307693
15907465,4,Bam Adebayo,16,Miami Heat,33,12,11,3,1,1,1,6,17,0.3529412,0,2,0.0,0,1,0.0,4,7,1,2024-10-26,2024,4,16,False,33.0,16.333333333333332,14.0,16.571428571428573,17.25,9.666666666666666,8.6,7.571428571428571,7.625,4.666666666666667,3.4,3.0,3.0,31.33333333333333,25.4,27.857142857142858,28.375,0.3944444666666666,0.37000002,0.3952381142857143,0.41314105,0.3333333333333333,0.2,0.1428571428571428,0.125,0.7666666666666666,0.6599999999999999,0.6539682571428571,0.672222225,7,3,116.63781692292028,113.78678342327665,103.37894736842104,PF,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.8,5.3919999999999995
15907482,4,Bam Adebayo,16,Miami Heat,35,12,10,4,3,3,1,5,9,0.5555556,0,2,0.0,2,4,0.5,1,9,1,2024-10-28,2024,16,9,True,35.0,14.333333333333334,16.4,14.428571428571429,16.666666666666668,12.0,10.8,8.142857142857142,8.0,4.666666666666667,4.0,3.142857142857143,3.0,32.333333333333336,32.0,27.571428571428573,28.88888888888889,0.3343137333333333,0.44058826,0.3861344714285714,0.4064521777777777,0.3333333333333333,0.2,0.1428571428571428,0.1111111111111111,0.4333333333333333,0.6599999999999999,0.5428571428571429,0.5975308666666667,7,2,110.34470895830464,109.05463052153569,101.10608695652176,PF,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.875,5.3774999999999995
15907499,4,Bam Adebayo,16,Miami Heat,33,11,3,4,1,0,1,3,7,0.4285714,0,2,0.0,5,6,0.8333333,1,2,3,2024-10-30,2024,16,20,True,33.0,11.0,14.6,13.428571428571429,16.2,8.666666666666666,10.0,9.142857142857142,8.2,2.6666666666666665,4.2,3.4285714285714284,3.1,31.33333333333333,32.4,27.857142857142858,29.5,0.3694989333333334,0.41836604,0.3940709857142857,0.42136252,0.0,0.2,0.1428571428571428,0.1,0.3999999999999999,0.5599999999999999,0.5428571428571428,0.5877777799999999,7,2,108.4618142703478,112.0473287916816,99.81684210526316,PF,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,5.119999999999999
15907524,4,Bam Adebayo,16,Miami Heat,31,32,14,2,1,1,1,12,24,0.5,3,5,0.6,5,6,0.8333333,5,9,3,2024-11-02,2024,30,16,False,31.0,11.666666666666666,13.2,15.0,15.1,8.0,9.8,9.571428571428571,7.7,3.6666666666666665,4.4,4.0,3.2,33.666666666666664,33.0,32.57142857142857,29.6,0.4456894,0.39741364,0.4552954714285713,0.4103735,0.0,0.2,0.1428571428571428,0.1,0.4444444333333333,0.52666666,0.661904757142857,0.59111111,7,3,117.45820445558124,106.34861595082418,107.54105263157894,SG,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.375,5.37
15907536,4,Bam Adebayo,16,Miami Heat,36,16,8,5,3,4,0,7,15,0.467,0,1,0.0,2,5,0.4,3,5,1,2024-11-04,2024,16,26,True,36.0,18.33333333333333,15.2,16.571428571428573,15.6,9.0,8.6,9.571428571428571,8.4,3.333333333333333,2.8,3.857142857142857,3.2,33.0,31.6,32.285714285714285,29.2,0.494709,0.4074136399999999,0.4314859428571428,0.41870683,0.1999999999999999,0.12,0.2285714285714286,0.16,0.7222222,0.5733333199999999,0.6380952285714285,0.59666666,7,2,112.54559905439278,111.11903645886404,103.30315789473684,PF,15.5,18.0,0.8611111111111112,9.333333333333334,7.0,1.2,4.166666666666667,1.8,1.2,5.875,5.0625
18446824,4,Bam Adebayo,16,Miami Heat,34,15,12,2,0,0,4,4,13,0.3076923,1,5,0.2,6,7,0.8571429,3,9,3,2025-10-22,2025,22,16,False,34.0,19.666666666666668,16.6,16.285714285714285,15.3,8.333333333333334,9.2,10.142857142857142,8.9,3.6666666666666665,3.6,4.142857142857143,3.5,33.333333333333336,33.6,33.142857142857146,29.5,0.4651904666666667,0.46081364,0.4220097428571429,0.4154068299999999,0.1999999999999999,0.12,0.2285714285714286,0.16,0.6888888666666667,0.5133333200000001,0.5523809428571428,0.58666666,7,5,107.29355590924234,107.94129622089795,102.92190476190474,SG,15.571428571428571,18.0,1.1559633027522935,9.142857142857142,7.0,0.85,4.285714285714286,1.8,0.85,8.833333333333334,7.233333333333332
18446841,4,Bam Adebayo,16,Miami Heat,28,24,5,4,1,0,1,8,19,0.4210526,4,8,0.5,4,4,1.0,1,4,2,2025-10-24,2025,15,16,False,28.0,21.0,17.2,15.285714285714286,16.8,11.333333333333334,9.4,9.0,10.1,3.0,3.4,3.0,3.7,33.666666666666664,33.8,32.57142857142857,32.9,0.4248974333333333,0.4517638599999999,0.4016800714285714,0.44617606,0.2666666666666666,0.16,0.1142857142857143,0.18,0.6968254000000002,0.6847619,0.5891156428571429,0.6723809500000001,7,2,111.31725417439702,108.3355420090114,104.98782608695652,SG,15.571428571428571,17.5,1.1238532110091743,9.142857142857142,7.833333333333333,0.8567708333333334,4.285714285714286,1.8333333333333333,0.85,7.625,5.6825
18446855,4,Bam Adebayo,16,Miami Heat,30,19,13,3,1,0,6,5,15,0.3333333,1,5,0.2,8,8,1.0,1,12,1,2025-10-26,2025,16,20,True,30.0,18.33333333333333,19.6,17.428571428571427,17.1,8.333333333333334,8.4,9.0,9.2,3.6666666666666665,3.4,3.4285714285714284,3.8,32.666666666666664,32.4,32.857142857142854,32.4,0.3985816333333333,0.4248632599999999,0.4332590142857143,0.42161465,0.2333333333333333,0.26,0.1857142857142857,0.2299999999999999,0.7523809666666667,0.7847619000000001,0.6319727857142857,0.6723809500000001,7,2,108.4618142703478,112.0473287916816,99.81684210526316,SG,15.571428571428571,18.428571428571427,0.8449612403100776,9.142857142857142,7.428571428571429,1.2,4.285714285714286,2.142857142857143,1.2,6.0,4.8825
18446873,4,Bam Adebayo,16,Miami Heat,30,26,6,2,0,0,1,10,16,0.625,3,5,0.6,3,4,0.75,1,5,2,2025-10-28,2025,16,4,True,30.0,19.33333333333333,21.2,18.428571428571427,17.2,10.0,10.4,9.285714285714286,10.1,3.0,3.2,3.4285714285714284,3.8,30.666666666666668,31.8,32.42857142857143,32.4,0.3540260666666666,0.40581564,0.4304578857142857,0.40161464,0.3,0.3,0.2142857142857142,0.25,0.9523809666666668,0.8180952400000001,0.7748299285714285,0.6723809500000001,7,2,116.63781692292028,113.78678342327665,103.37894736842104,SG,16.0,18.428571428571427,0.868217054263566,9.625,7.428571428571429,1.2,4.125,2.142857142857143,1.2,7.375,5.495
18446890,4,Bam Adebayo,16,Miami Heat,37,31,10,3,1,1,2,12,27,0.4444444,4,13,0.3076923,3,4,0.75,1,9,2,2025-10-30,2025,27,16,False,37.0,23.0,20.0,20.428571428571427,17.6,8.0,8.8,8.714285714285714,8.7,3.0,3.2,3.142857142857143,3.0,29.33333333333333,31.6,31.714285714285715,31.6,0.4597952999999999,0.4308156399999999,0.4403785142857143,0.41911464,0.4333333333333333,0.3,0.3,0.21,0.9166666666666666,0.80142858,0.8105442142857143,0.68738095,7,2,110.68937217890851,109.86869101354124,102.61052631578949,SF,17.11111111111111,18.428571428571427,1.0769944341372912,9.222222222222221,7.428571428571429,0.85,3.888888888888889,2.142857142857143,0.85,4.375,4.13
18446912,4,Bam Adebayo,16,Miami Heat,36,17,8,5,3,1,0,6,11,0.5454546,1,5,0.2,4,4,1.0,1,7,1,2025-11-02,2025,14,16,False,36.0,25.33333333333333,23.0,23.285714285714285,19.8,9.666666666666666,9.2,9.714285714285714,9.2,2.6666666666666665,2.8,3.0,3.2,32.333333333333336,31.8,32.285714285714285,32.7,0.4675925666666667,0.4263045199999999,0.4426460857142857,0.44355908,0.3692307666666666,0.36153846,0.3439560428571428,0.24076923,0.8333333333333334,0.8714285799999999,0.7986394571428572,0.6923809500000001,7,3,113.24918692891436,112.32964224872232,103.31199999999998,SG,17.11111111111111,20.0,1.1688311688311688,9.222222222222221,7.75,0.85,3.888888888888889,2.25,0.85,6.4375,5.4425
1037608,8,Grayson Allen,24,Phoenix Suns,35,6,6,4,0,0,0,2,6,0.3333333,2,4,0.5,0,0,0.0,1,5,3,2023-10-26,2023,14,24,False,35.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,21.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,113.24918692891436,112.32964224872232,103.31199999999998,SF,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.5625,5.32
1037626,8,Grayson Allen,24,Phoenix Suns,31,17,4,3,2,0,3,6,10,0.6,3,7,0.4285714,2,2,1.0,0,4,2,2023-10-28,2023,24,29,True,31.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,28.0,28.0,28.0,28.0,0.16666665,0.16666665,0.16666665,0.16666665,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,3,2,115.82603176841845,107.40792976394052,103.1327272727273,SF,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.8125,5.4025
1037645,8,Grayson Allen,24,Phoenix Suns,37,19,7,3,0,1,2,5,9,0.5555556,5,7,0.7142857,4,4,1.0,1,6,2,2023-10-31,2023,24,27,True,37.0,7.666666666666667,7.666666666666667,7.666666666666667,7.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,3.0,3.0,3.0,3.0,29.0,29.0,29.0,29.0,0.3111111,0.3111111,0.3111111,0.3111111,0.3095238,0.3095238,0.3095238,0.3095238,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,4,3,110.68937217890851,109.86869101354124,102.61052631578949,SG,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.9375,4.927499999999999
1037663,8,Grayson Allen,24,Phoenix Suns,33,16,2,4,0,0,2,6,10,0.6,4,5,0.8,0,0,0.0,1,1,1,2023-11-02,2023,24,27,True,33.0,14.0,10.5,10.5,10.5,5.666666666666667,5.25,5.25,5.25,3.333333333333333,3.0,3.0,3.0,34.333333333333336,31.0,31.0,31.0,0.4962963,0.372222225,0.372222225,0.372222225,0.5476190333333334,0.410714275,0.410714275,0.410714275,0.6666666666666666,0.5,0.5,0.5,5,2,110.68937217890851,109.86869101354124,102.61052631578949,SF,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.5625,5.09
