game_id,player_id,player_name,team_id,team,min,pts,reb,ast,stl,blk,turnover,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,pf,date,season,home_team_id,away_team_id,is_home,min_decimal,pts_L3,pts_L5,pts_L7,pts_L10,reb_L3,reb_L5,reb_L7,reb_L10,ast_L3,ast_L5,ast_L7,ast_L10,min_decimal_L3,min_decimal_L5,min_decimal_L7,min_decimal_L10,fg_pct_L3,fg_pct_L5,fg_pct_L7,fg_pct_L10,fg3_pct_L3,fg3_pct_L5,fg3_pct_L7,fg3_pct_L10,ft_pct_L3,ft_pct_L5,ft_pct_L7,ft_pct_L10,games_last_7,rest_days,opp_def_rating,opp_pace
15907506,3,Steven Adams,11,Houston Rockets,10,0,1,3,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,2,2024-10-31,2024,7,11,False,0.0,2.0,1.2,0.8571428571428571,0.6,1.0,0.6,0.42857142857142855,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,0.14285714285714285,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,112.0,100.0
15907521,3,Steven Adams,11,Houston Rockets,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,2024-11-02,2024,11,10,True,0.0,2.0,1.2,0.8571428571428571,0.6,1.3333333333333333,0.8,0.5714285714285714,0.4,1.0,0.6,0.42857142857142855,0.3,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,0.14285714285714285,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,112.0,100.0
18446819,3,Steven Adams,11,Houston Rockets,36,4,13,3,0,0,3,1,4,0.25,0,0,0.0,2,2,1.0,5,8,4,2025-10-21,2025,21,11,False,0.0,2.0,1.2,0.8571428571428571,0.6,1.3333333333333333,0.8,0.5714285714285714,0.4,1.0,0.6,0.42857142857142855,0.3,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,0.14285714285714285,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,5,112.0,100.0
18446840,3,Steven Adams,11,Houston Rockets,26,11,10,0,3,0,1,4,4,1.0,0,0,0.0,3,4,0.75,6,4,2,2025-10-24,2025,11,9,True,0.0,1.3333333333333333,2.0,1.4285714285714286,1.0,4.666666666666667,3.4,2.4285714285714284,1.7,2.0,1.2,0.8571428571428571,0.6,0.0,0.0,0.0,0.0,0.08333333333333333,0.25,0.17857142857142858,0.125,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,0.14285714285714285,0.1,7,3,112.0,100.0
18446865,3,Steven Adams,11,Houston Rockets,16,4,8,1,0,1,1,0,1,0.0,0,0,0.0,4,4,1.0,5,3,1,2025-10-27,2025,11,3,True,0.0,5.0,4.2,3.0,2.1,7.666666666666667,5.4,3.857142857142857,2.7,1.0,1.2,0.8571428571428571,0.6,0.0,0.0,0.0,0.0,0.4166666666666667,0.45,0.32142857142857145,0.225,0.0,0.0,0.0,0.0,0.5833333333333334,0.35,0.25,0.175,7,3,112.0,100.0
18446880,3,Steven Adams,11,Houston Rockets,20,12,12,2,1,1,1,5,6,0.8333333,0,0,0.0,2,2,1.0,8,4,3,2025-10-29,2025,28,11,False,0.0,6.333333333333333,3.8,3.5714285714285716,2.5,10.333333333333334,6.4,5.0,3.5,1.3333333333333333,1.4,1.0,0.7,0.0,0.0,0.0,0.0,0.4166666666666667,0.25,0.32142857142857145,0.225,0.0,0.0,0.0,0.0,0.9166666666666666,0.55,0.39285714285714285,0.275,7,2,112.0,100.0
18446903,3,Steven Adams,11,Houston Rockets,14,4,5,3,0,0,1,2,3,0.6666667,0,0,0.0,0,0,0.0,3,2,1,2025-11-01,2025,2,11,False,0.0,9.0,6.2,5.285714285714286,3.7,10.0,8.6,6.714285714285714,4.7,1.0,1.2,1.2857142857142858,0.9,0.0,0.0,0.0,0.0,0.6111111,0.41666666,0.4404761857142857,0.30833333,0.0,0.0,0.0,0.0,0.9166666666666666,0.75,0.5357142857142857,0.375,7,3,112.0,100.0
18446917,3,Steven Adams,11,Houston Rockets,23,4,9,1,2,2,1,2,3,0.6666667,0,0,0.0,0,2,0.0,3,6,3,2025-11-03,2025,11,7,True,0.0,6.666666666666667,7.0,5.0,4.1,8.333333333333334,9.6,7.0,5.2,2.0,1.8,1.7142857142857142,1.2,0.0,0.0,0.0,0.0,0.5,0.55,0.39285714285714285,0.375,0.0,0.0,0.0,0.0,0.6666666666666666,0.75,0.5357142857142857,0.375,7,2,112.0,100.0
1037612,4,Bam Adebayo,16,Miami Heat,35,27,7,2,1,2,3,10,24,0.4166667,0,0,0.0,7,9,0.7777778,3,4,1,2023-10-27,2023,2,16,False,0.0,22.0,22.0,22.0,22.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.5384616,0.5384616,0.5384616,0.5384616,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.8,2,2,112.0,100.0
1037625,4,Bam Adebayo,16,Miami Heat,33,19,3,2,0,0,4,7,14,0.5,0,1,0.0,5,10,0.5,1,2,4,2023-10-28,2023,18,16,False,0.0,24.5,24.5,24.5,24.5,7.5,7.5,7.5,7.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.47756414999999997,0.47756414999999997,0.47756414999999997,0.47756414999999997,0.0,0.0,0.0,0.0,0.7888889,0.7888889,0.7888889,0.7888889,3,1,112.0,100.0
1037639,4,Bam Adebayo,16,Miami Heat,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,2023-10-30,2023,17,16,False,0.0,22.666666666666668,22.666666666666668,22.666666666666668,22.666666666666668,6.0,6.0,6.0,6.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,0.0,0.0,0.0,0.0,0.4850427666666666,0.4850427666666666,0.4850427666666666,0.4850427666666666,0.0,0.0,0.0,0.0,0.6925925999999999,0.6925925999999999,0.6925925999999999,0.6925925999999999,4,2,112.0,100.0
1037651,4,Bam Adebayo,16,Miami Heat,33,21,14,3,2,2,4,8,12,0.6666667,0,0,0.0,5,5,1.0,4,10,0,2023-11-01,2023,16,3,True,0.0,15.333333333333334,17.0,17.0,17.0,3.3333333333333335,4.5,4.5,4.5,1.3333333333333333,1.75,1.75,1.75,0.0,0.0,0.0,0.0,0.30555556666666667,0.363782075,0.363782075,0.363782075,0.0,0.0,0.0,0.0,0.42592593333333334,0.51944445,0.51944445,0.51944445,5,2,112.0,100.0
3277351,4,Bam Adebayo,16,Miami Heat,30,18,4,3,0,0,4,8,15,0.5333334,0,0,0.0,2,2,1.0,0,4,3,2023-11-03,2023,16,30,True,0.0,13.333333333333334,17.8,17.8,17.8,5.666666666666667,6.4,6.4,6.4,1.6666666666666667,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.3888889,0.42435899999999993,0.42435899999999993,0.42435899999999993,0.0,0.0,0.0,0.0,0.5,0.61555556,0.61555556,0.61555556,6,2,112.0,100.0
1037689,4,Bam Adebayo,16,Miami Heat,38,22,20,10,2,2,4,9,20,0.45,1,1,1.0,3,5,0.6,5,15,2,2023-11-06,2023,16,14,True,0.0,13.0,17.0,17.833333333333332,17.833333333333332,6.0,5.6,6.0,6.0,2.0,2.0,2.1666666666666665,2.1666666666666665,0.0,0.0,0.0,0.0,0.40000003333333334,0.42333336,0.44252139999999995,0.44252139999999995,0.0,0.0,0.0,0.0,0.6666666666666666,0.65555556,0.6796296333333333,0.6796296333333333,7,3,112.0,100.0
15907442,4,Bam Adebayo,16,Miami Heat,26,9,5,1,0,0,0,1,5,0.2,0,2,0.0,7,10,0.7,3,2,1,2024-10-23,2024,16,22,True,0.0,20.333333333333332,16.0,18.428571428571427,18.428571428571427,12.666666666666666,8.2,8.0,8.0,5.333333333333333,3.6,3.2857142857142856,3.2857142857142856,0.0,0.0,0.0,0.0,0.5500000333333334,0.4300000199999999,0.4435897714285714,0.4435897714285714,0.3333333333333333,0.2,0.14285714285714285,0.14285714285714285,0.8666666666666667,0.62,0.6682539714285715,0.6682539714285715,7,5,112.0,100.0
15907465,4,Bam Adebayo,16,Miami Heat,33,12,11,3,1,1,1,6,17,0.3529412,0,2,0.0,0,1,0.0,4,7,1,2024-10-26,2024,4,16,False,0.0,16.333333333333332,14.0,16.571428571428573,17.25,9.666666666666666,8.6,7.571428571428571,7.625,4.666666666666667,3.4,3.0,3.0,0.0,0.0,0.0,0.0,0.39444446666666666,0.37000002,0.3952381142857143,0.41314105,0.3333333333333333,0.2,0.14285714285714285,0.125,0.7666666666666666,0.6599999999999999,0.6539682571428571,0.672222225,7,3,112.0,100.0
15907482,4,Bam Adebayo,16,Miami Heat,35,12,10,4,3,3,1,5,9,0.5555556,0,2,0.0,2,4,0.5,1,9,1,2024-10-28,2024,16,9,True,0.0,14.333333333333334,16.4,14.428571428571429,16.666666666666668,12.0,10.8,8.142857142857142,8.0,4.666666666666667,4.0,3.142857142857143,3.0,0.0,0.0,0.0,0.0,0.3343137333333333,0.44058826,0.3861344714285714,0.40645217777777776,0.3333333333333333,0.2,0.14285714285714285,0.1111111111111111,0.4333333333333333,0.6599999999999999,0.5428571428571429,0.5975308666666667,7,2,112.0,100.0
15907499,4,Bam Adebayo,16,Miami Heat,33,11,3,4,1,0,1,3,7,0.4285714,0,2,0.0,5,6,0.8333333,1,2,3,2024-10-30,2024,16,20,True,0.0,11.0,14.6,13.428571428571429,16.2,8.666666666666666,10.0,9.142857142857142,8.2,2.6666666666666665,4.2,3.4285714285714284,3.1,0.0,0.0,0.0,0.0,0.3694989333333334,0.41836604,0.3940709857142857,0.42136252,0.0,0.2,0.14285714285714285,0.1,0.39999999999999997,0.5599999999999999,0.5428571428571428,0.5877777799999999,7,2,112.0,100.0
15907524,4,Bam Adebayo,16,Miami Heat,31,32,14,2,1,1,1,12,24,0.5,3,5,0.6,5,6,0.8333333,5,9,3,2024-11-02,2024,30,16,False,0.0,11.666666666666666,13.2,15.0,15.1,8.0,9.8,9.571428571428571,7.7,3.6666666666666665,4.4,4.0,3.2,0.0,0.0,0.0,0.0,0.4456894,0.39741364,0.45529547142857135,0.41037350000000006,0.0,0.2,0.14285714285714285,0.1,0.44444443333333333,0.52666666,0.661904757142857,0.59111111,7,3,112.0,100.0
15907536,4,Bam Adebayo,16,Miami Heat,36,16,8,5,3,4,0,7,15,0.467,0,1,0.0,2,5,0.4,3,5,1,2024-11-04,2024,16,26,True,0.0,18.333333333333332,15.2,16.571428571428573,15.6,9.0,8.6,9.571428571428571,8.4,3.3333333333333335,2.8,3.857142857142857,3.2,0.0,0.0,0.0,0.0,0.494709,0.40741363999999997,0.4314859428571428,0.41870683,0.19999999999999998,0.12,0.2285714285714286,0.16,0.7222222,0.5733333199999999,0.6380952285714285,0.59666666,7,2,112.0,100.0
18446824,4,Bam Adebayo,16,Miami Heat,34,15,12,2,0,0,4,4,13,0.3076923,1,5,0.2,6,7,0.8571429,3,9,3,2025-10-22,2025,22,16,False,0.0,19.666666666666668,16.6,16.285714285714285,15.3,8.333333333333334,9.2,10.142857142857142,8.9,3.6666666666666665,3.6,4.142857142857143,3.5,0.0,0.0,0.0,0.0,0.4651904666666667,0.46081364,0.4220097428571429,0.41540682999999995,0.19999999999999998,0.12,0.2285714285714286,0.16,0.6888888666666667,0.5133333200000001,0.5523809428571428,0.58666666,7,5,112.0,100.0
18446841,4,Bam Adebayo,16,Miami Heat,28,24,5,4,1,0,1,8,19,0.4210526,4,8,0.5,4,4,1.0,1,4,2,2025-10-24,2025,15,16,False,0.0,21.0,17.2,15.285714285714286,16.8,11.333333333333334,9.4,9.0,10.1,3.0,3.4,3.0,3.7,0.0,0.0,0.0,0.0,0.4248974333333333,0.45176385999999996,0.40168007142857143,0.44617606,0.26666666666666666,0.16,0.1142857142857143,0.18,0.6968254000000002,0.6847619,0.5891156428571429,0.6723809500000001,7,2,112.0,100.0
18446855,4,Bam Adebayo,16,Miami Heat,30,19,13,3,1,0,6,5,15,0.3333333,1,5,0.2,8,8,1.0,1,12,1,2025-10-26,2025,16,20,True,0.0,18.333333333333332,19.6,17.428571428571427,17.1,8.333333333333334,8.4,9.0,9.2,3.6666666666666665,3.4,3.4285714285714284,3.8,0.0,0.0,0.0,0.0,0.39858163333333335,0.42486325999999996,0.4332590142857143,0.42161465,0.2333333333333333,0.26,0.18571428571428572,0.22999999999999998,0.7523809666666667,0.7847619000000001,0.6319727857142857,0.6723809500000001,7,2,112.0,100.0
18446873,4,Bam Adebayo,16,Miami Heat,30,26,6,2,0,0,1,10,16,0.625,3,5,0.6,3,4,0.75,1,5,2,2025-10-28,2025,16,4,True,0.0,19.333333333333332,21.2,18.428571428571427,17.2,10.0,10.4,9.285714285714286,10.1,3.0,3.2,3.4285714285714284,3.8,0.0,0.0,0.0,0.0,0.35402606666666664,0.40581564,0.4304578857142857,0.40161464,0.3,0.3,0.21428571428571427,0.25,0.9523809666666668,0.8180952400000001,0.7748299285714285,0.6723809500000001,7,2,112.0,100.0
18446890,4,Bam Adebayo,16,Miami Heat,37,31,10,3,1,1,2,12,27,0.4444444,4,13,0.3076923,3,4,0.75,1,9,2,2025-10-30,2025,27,16,False,0.0,23.0,20.0,20.428571428571427,17.6,8.0,8.8,8.714285714285714,8.7,3.0,3.2,3.142857142857143,3.0,0.0,0.0,0.0,0.0,0.45979529999999996,0.43081563999999994,0.4403785142857143,0.41911464,0.4333333333333333,0.3,0.3,0.21000000000000002,0.9166666666666666,0.80142858,0.8105442142857143,0.68738095,7,2,112.0,100.0
18446912,4,Bam Adebayo,16,Miami Heat,36,17,8,5,3,1,0,6,11,0.5454546,1,5,0.2,4,4,1.0,1,7,1,2025-11-02,2025,14,16,False,0.0,25.333333333333332,23.0,23.285714285714285,19.8,9.666666666666666,9.2,9.714285714285714,9.2,2.6666666666666665,2.8,3.0,3.2,0.0,0.0,0.0,0.0,0.4675925666666667,0.42630451999999996,0.44264608571428576,0.44355908,0.3692307666666666,0.36153846,0.3439560428571428,0.24076923,0.8333333333333334,0.8714285799999999,0.7986394571428572,0.6923809500000001,7,3,112.0,100.0
1037608,8,Grayson Allen,24,Phoenix Suns,35,6,6,4,0,0,0,2,6,0.3333333,2,4,0.5,0,0,0.0,1,5,3,2023-10-26,2023,14,24,False,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,112.0,100.0
1037626,8,Grayson Allen,24,Phoenix Suns,31,17,4,3,2,0,3,6,10,0.6,3,7,0.4285714,2,2,1.0,0,4,2,2023-10-28,2023,24,29,True,0.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.16666665,0.16666665,0.16666665,0.16666665,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,3,2,112.0,100.0
1037645,8,Grayson Allen,24,Phoenix Suns,37,19,7,3,0,1,2,5,9,0.5555556,5,7,0.7142857,4,4,1.0,1,6,2,2023-10-31,2023,24,27,True,0.0,7.666666666666667,7.666666666666667,7.666666666666667,7.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.3111111,0.3111111,0.3111111,0.3111111,0.3095238,0.3095238,0.3095238,0.3095238,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,4,3,112.0,100.0
1037663,8,Grayson Allen,24,Phoenix Suns,33,16,2,4,0,0,2,6,10,0.6,4,5,0.8,0,0,0.0,1,1,1,2023-11-02,2023,24,27,True,0.0,14.0,10.5,10.5,10.5,5.666666666666667,5.25,5.25,5.25,3.3333333333333335,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.4962963,0.372222225,0.372222225,0.372222225,0.5476190333333334,0.410714275,0.410714275,0.410714275,0.6666666666666666,0.5,0.5,0.5,5,2,112.0,100.0
1037671,8,Grayson Allen,24,Phoenix Suns,27,8,3,2,0,0,1,3,7,0.4285714,2,5,0.4,0,0,0.0,1,2,3,2023-11-04,2023,23,24,False,0.0,17.333333333333332,11.6,11.6,11.6,4.333333333333333,4.6,4.6,4.6,3.3333333333333335,3.2,3.2,3.2,0.0,0.0,0.0,0.0,0.5851852000000001,0.41777778000000004,0.41777778000000004,0.41777778000000004,0.6476190333333334,0.4885714200000001,0.4885714200000001,0.4885714200000001,0.6666666666666666,0.4,0.4,0.4,6,2,112.0,100.0
1037679,8,Grayson Allen,24,Phoenix Suns,29,14,4,2,0,0,4,6,12,0.5,1,3,0.3333333,1,1,1.0,1,3,1,2023-11-05,2023,9,24,False,0.0,14.333333333333334,13.2,11.0,11.0,4.0,4.4,4.333333333333333,4.333333333333333,3.0,3.2,3.0,3.0,0.0,0.0,0.0,0.0,0.5280423333333334,0.50349206,0.4195767166666667,0.4195767166666667,0.6380952333333334,0.56857142,0.4738095166666667,0.4738095166666667,0.3333333333333333,0.4,0.3333333333333333,0.3333333333333333,7,1,112.0,100.0
15907448,8,Grayson Allen,24,Phoenix Suns,21,8,1,3,1,1,1,2,7,0.2857143,2,6,0.3333333,2,2,1.0,0,1,2,2024-10-23,2024,13,24,False,0.0,12.666666666666666,14.8,11.428571428571429,11.428571428571429,3.0,4.0,4.285714285714286,4.285714285714286,2.6666666666666665,2.8,2.857142857142857,2.857142857142857,0.0,0.0,0.0,0.0,0.5095238000000001,0.5368254,0.43106575714285716,0.43106575714285716,0.5111111,0.5352380800000001,0.45374148571428574,0.45374148571428574,0.3333333333333333,0.6,0.42857142857142855,0.42857142857142855,7,5,112.0,100.0
15907462,8,Grayson Allen,24,Phoenix Suns,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,2024-10-25,2024,14,24,False,0.0,10.0,13.0,12.571428571428571,11.0,2.6666666666666665,3.4,3.857142857142857,3.875,2.3333333333333335,2.8,3.0,2.875,0.0,0.0,0.0,0.0,0.4047619,0.4739682600000001,0.47188208571428575,0.412896825,0.35555553333333334,0.51619046,0.5013605285714285,0.4386904625,0.6666666666666666,0.6,0.5714285714285714,0.5,7,2,112.0,100.0
15907472,8,Grayson Allen,24,Phoenix Suns,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,2024-10-26,2024,24,7,True,0.0,7.333333333333333,9.2,11.714285714285714,9.777777777777779,1.6666666666666667,2.0,3.0,3.4444444444444446,1.6666666666666667,2.2,2.4285714285714284,2.5555555555555554,0.0,0.0,0.0,0.0,0.2619047666666667,0.36285713999999997,0.4242630428571429,0.3670194,0.2222222,0.37333332,0.42993195714285715,0.38994707777777776,0.6666666666666666,0.4,0.5714285714285714,0.4444444444444444,7,1,112.0,100.0
15907508,8,Grayson Allen,24,Phoenix Suns,19,2,5,3,4,0,0,1,8,0.125,0,5,0.0,0,0,0.0,0,5,1,2024-10-31,2024,13,24,False,0.0,2.6666666666666665,6.0,9.285714285714286,8.8,0.3333333333333333,1.6,2.4285714285714284,3.1,1.0,1.4,2.0,2.3,0.0,0.0,0.0,0.0,0.0952381,0.24285714,0.33854875714285715,0.33031746,0.1111111,0.21333332,0.3687074714285714,0.35095237,0.3333333333333333,0.4,0.42857142857142855,0.4,7,5,112.0,100.0
15907526,8,Grayson Allen,24,Phoenix Suns,18,18,2,0,0,3,2,7,12,0.5833333,4,7,0.5714286,0,0,0.0,1,1,1,2024-11-02,2024,24,25,True,0.0,0.6666666666666666,4.8,6.857142857142857,9.0,1.6666666666666667,2.0,2.142857142857143,3.2,1.0,1.6,2.0,2.4,0.0,0.0,0.0,0.0,0.041666666666666685,0.18214286,0.27704081428571425,0.34281746,0.0,0.13333332,0.26666665714285714,0.35095237,0.0,0.4,0.2857142857142857,0.4,7,2,112.0,100.0
18446831,8,Grayson Allen,24,Phoenix Suns,36,18,5,7,1,0,4,6,12,0.5,3,7,0.4285714,3,3,1.0,1,4,3,2025-10-22,2025,24,26,True,0.0,6.666666666666667,5.6,7.142857142857143,10.2,2.3333333333333335,1.6,2.142857142857143,2.8,1.0,1.2,1.4285714285714286,2.0,0.0,0.0,0.0,0.0,0.23611110000000002,0.19880952000000002,0.2746598571428572,0.36781746000000004,0.19047619999999998,0.18095238,0.2340136,0.35809523,0.0,0.2,0.2857142857142857,0.4,7,5,112.0,100.0
18446846,8,Grayson Allen,24,Phoenix Suns,29,12,1,5,1,1,0,4,12,0.3333333,3,9,0.3333333,1,1,1.0,1,0,2,2025-10-24,2025,13,24,False,0.0,12.666666666666666,7.6,8.571428571428571,10.3,4.0,2.4,2.4285714285714284,2.9,3.3333333333333335,2.0,2.142857142857143,2.4,0.0,0.0,0.0,0.0,0.4027777666666667,0.24166666,0.28486394285714284,0.35781746000000003,0.3333333333333333,0.2,0.2380952285714286,0.35809523,0.3333333333333333,0.2,0.42857142857142855,0.4,7,2,112.0,100.0
18446851,8,Grayson Allen,24,Phoenix Suns,33,17,4,5,1,0,0,6,12,0.5,5,10,0.5,0,0,0.0,0,4,3,2025-10-25,2025,8,24,False,0.0,16.0,10.0,8.285714285714286,9.6,2.6666666666666665,2.6,2.0,2.3,4.0,3.0,2.5714285714285716,2.6,0.0,0.0,0.0,0.0,0.47222220000000004,0.30833332,0.2610544142857143,0.33559522999999997,0.44444443333333333,0.26666666,0.2380952285714286,0.31999999,0.6666666666666666,0.4,0.42857142857142855,0.4,7,1,112.0,100.0
18446869,8,Grayson Allen,24,Phoenix Suns,42,23,2,5,1,0,3,7,19,0.368421,4,13,0.3076923,5,7,0.7142857,1,1,5,2025-10-27,2025,29,24,False,0.0,15.666666666666666,13.4,9.571428571428571,9.7,3.3333333333333335,3.4,2.4285714285714284,2.5,5.666666666666667,4.0,2.857142857142857,2.7,0.0,0.0,0.0,0.0,0.44444443333333333,0.40833332,0.29166665714285717,0.32559522999999996,0.42063490000000003,0.36666666000000003,0.26190475714285716,0.28999999,0.6666666666666666,0.4,0.2857142857142857,0.4,7,2,112.0,100.0
18446886,8,Grayson Allen,24,Phoenix Suns,36,14,3,4,0,0,5,4,10,0.4,2,6,0.3333333,4,4,1.0,0,3,2,2025-10-29,2025,24,15,True,0.0,17.333333333333332,17.6,12.857142857142858,11.2,2.3333333333333335,2.8,2.7142857142857144,2.4,5.0,4.4,3.5714285714285716,3.0,0.0,0.0,0.0,0.0,0.40058476666666665,0.45701752000000007,0.3442982285714286,0.31958019000000004,0.38034186666666664,0.42820512,0.3058608,0.28076922,0.5714285666666666,0.54285714,0.3877551,0.47142856999999994,7,2,112.0,100.0
